,valence,text,,,,,
10918,,Derfor skal man fokusere på de dybereliggende årsager og også se på selve valgprocessen .,,,,,
10919,,"Det bør være vores opgave , ikke politisk poseren .",,,,,
10920,,"Fru formand , Rådets repræsentant , hr. kommissær , for en uge siden sluttede den store internationale konference om holocaust i Stockholm .",,,,,
10921,,"Konferencens formål var at bekæmpe glemselen og det onde i dagens samfund , som optræder i form af fremmedfjendtlighed og nynazisme .",,,,,
10922,,"Det ville være en hån mod idéen med denne konference og hele det internationale samfund i disse tider at byde et parti , der flirter med nazisme og fremmedfjendtlighed , velkommen i EU ' s institutioner .",,,,,
10923,,"For det andet vil jeg gerne sige , at vi skal være tro mod os selv og vores værdier .",,,,,
10924,,"Vi kræver af kandidatlandene og af samarbejdslandene i Lomé-aftalen , at de skal respektere menneskerettighederne og udvise tolerance over for andre .",,,,,
10925,,Vi skal gøre det samme selv .,,,,,
10926,,"Det er grunden til , at vi reagerer mod det luskeri , der foregår i Østrig .",,,,,
10927,,"Vi kan ikke fortsat lade , som om intet er hændt .",,,,,
10928,,Vi står over for en skillevej i Unionen .,,,,,
10929,,"Unionen er ikke kun et økonomisk fællesskab , men det er også et værdifællesskab , som vi tager alvorligt .",,,,,
10930,,Noget er der sket : Unionen er i færd med at få rygrad og sjæl .,,,,,
10931,,"Fru formand , som alle har sagt , er det en vigtig dag i dag .",,,,,
10932,,Det er dagen for den første debat om det europæiske politiske liv .,,,,,
10933,,Og det er ikke et tilfælde .,,,,,
10934,,"Det forekommer mig , at vores møde i dag ikke er et møde med Europa - vores institutioner - og Østrig eller hr .",,,,,
10935,,Haiders parti .,,,,,
10936,,"Det er et møde med Europa selv , med dets eksistensgrundlag , med de grunde , der gør , at vi er til stede i denne mødesal .",,,,,
10937,,Denne mødesal er ikke lavet med henblik på varer eller penge .,,,,,
10938,,"Denne mødesal og de europæiske institutioner er bygget for værdier , moral og for en idé .",,,,,
10939,,"Men vi oplevede i det tyvende århundrede , at demokratierne kunne blive truet , og at moralen , værdierne og idéen , som jeg nævnte , kunne rammes dødeligt af et virus , der medfører nationalistisk forskruethed , populisme og idéen om en races overlegenhed .",,,,,
10940,,Imidlertid behøver man blot at læse hr .,,,,,
10941,,"Haiders partiprogram , for i hvert kapitel finder man nationalistisk forskruethed , populisme og idéen om en races overlegenhed .",,,,,
10942,,"Jeg læser blot her en sætning , som min ven Vidal-Quadras har læst før mig : "" fædrelandet defineres ud fra beliggenhed , kultur og race , lokalt , etnisk og kulturelt "" .",,,,,
10943,,Den slags erklæringer er uacceptable !,,,,,
10944,,"Hvis Europa skal give mening , og hvis - ja , undskyld mig , kære venner - det kristelige demokrati skal give mening , hvis det kristelige demokratis historie skal give mening , må man tage fuldstændig afstand fra de erklæringer , der er i dette program , og afslå , uanset hvilke glimrende grunde der end måtte være , at indgå aftaler med en sådan ideologi og organisation .",,,,,
10945,,"Det er derfor , jeg mener , at Europa-Parlamentet , som er mere fri i dets handlinger og dets erklæringer end Rådet og Kommissionen , bør hylde de personer , der i staterne og i de europæiske institutioner har haft mod til at sige nej - som Dem , fru formand , der i vores navn er fremkommet med en erklæring , der gør Dem ære - og til klart og uden omsvøb at erklære sin modstand og fordømmelse over for det , der er ved at ske i Østrig .",,,,,
10946,,"Husk på denne erklæring fra en stor fransk kristelig demokrat , der i forbindelse med München-aftalen sagde , at "" det bedste tidspunkt at sige nej på er med det samme "" .",,,,,
10947,,"( Bifald ) Fru formand , vi er bekymrede , og vi , det er de belgiske kristelige demokrater og heldigvis også mange andre kolleger med os .",,,,,
10948,,"Den koalition , der er ved at blive dannet i en af medlemsstaterne , er naturligvis et østrigsk anliggende , men den har bestemt også en europæisk dimension .",,,,,
10949,,"For hvad er det , der knytter os sammen i Europa ?",,,,,
10950,,"Det er først og fremmest værdierne og principperne om frihed , demokrati og respekt for menneskerettighederne .",,,,,
10951,,"Formanden for det østrigske frihedsparti , hr .",,,,,
10952,,"Haider , har op til flere gange udtrykt manglende respekt for disse værdier .",,,,,
10953,,Han respekterer endvidere ikke de elementære principper om diplomatisk høflighed .,,,,,
10954,,Han er en farlig mand .,,,,,
10955,,"De kristelige demokratiske partier i mit land har for længe siden valgt , og det fastholder de , at lytte til de højreekstremistiske vælgeres protest , men aldrig at forhandle med højreekstremistiske ledere .",,,,,
10956,,Værdier skal foretrækkes frem for magt .,,,,,
10957,,"Vi er derfor kede af det , der sker i Østrig .",,,,,
10958,,Vi er faktisk rystede .,,,,,
10959,,Vi er meget skuffede .,,,,,
10960,,Vi anmoder ÖVP om i sidste instans at finde en anden løsning .,,,,,
10961,,Vi bliver ved med at henvise til artikel 6 i traktaten .,,,,,
10962,,Vi kæmper fortsat mod banaliseringen af højreekstremisme .,,,,,
10963,,"Hvis koalitionen alligevel dannes , appellerer vi til vores kolleger i ÖVP om i programmer , ord og handlinger at garantere respekten for de principper og værdier , der udgør fundamentet for den europæiske integration .",,,,,
10964,,"Fru formand , mine damer og herrer , kære kolleger , der venter Østrig et stort ansvar .",,,,,
10965,,"Fru formand , mine damer og herrer , det er tydeligt , at vi her i Europa-Parlamentet i meget stor udstrækning er enige om at afvise Haider og hans politik , men det står også lige så klart , at vi har forskellige opfattelser , når det handler om , hvordan vi kan bekæmpe denne politik mest effektivt .",,,,,
10966,,"Har De spurgt Dem selv , hvordan denne debat og rådsformandskabets erklæring sidste weekend virker i Østrig ?",,,,,
10967,,"Har De stillet Dem selv det spørgsmål , om vi ikke også har et ansvar for , hvordan den politiske situation i Østrig udvikler sig , hvis vi gør os til dommere herover ?",,,,,
10968,,"Har De stillet Dem selv det spørgsmål , hvad der ville ske , hvis en af vores kollegers ønsker blev opfyldt , og der blev afholdt valg i Østrig om et par dage ?",,,,,
10969,,Ifølge overensstemmende oplysninger fra alle iagttagere ville Haider stå endnu stærkere .,,,,,
10970,,Hvem kan nu ønske sig det ?,,,,,
10971,,"Er det ikke vores ansvar at overveje , hvordan vi kan bekæmpe denne politik ?",,,,,
10972,,Europa er et retssamfund .,,,,,
10973,,"Til de principper , som vi skal repræsentere , hører demokrati , overholdelse af menneskerettigheder og retsregler .",,,,,
10974,,"Til demokratiet hører , at man ikke blot mener , at valgafgørelser er gode , men at man skal respektere dem , og derfor skal vi respektere , når østrigerne af grunde , der skal findes i deres politik , træffer den afgørelse , som de har truffet .",,,,,
10975,,"Det er et spørgsmål om retsstatsprincipper , at rådsformandskabet ikke ytrer sig sådan , som det har gjort , på en måde , som er i modstrid med traktaterne .",,,,,
10976,,"Det er et spørgsmål om politisk visdom , at ÖVP ikke isoleres , men at ÖVP derimod støttes som et uden tvivl demokratisk , retsstatsligt og anerkendt europæisk parti i , at Østrig ligeledes uden for enhver tvivl forbliver medlem af Det Europæiske Fællesskab , og derfor skal vi støtte vores ÖVP-kolleger i denne vanskelige situation , og isolation er absolut den forkerte vej at gå !",,,,,
10977,,"( Bifald ) Fru formand , der , hvor jeg kommer fra , siger man : ' tre gange for en waliser ' , og , som jeg tror , at De vil erfare , har jeg tre kortfattede bidrag til en fremragende - og ved flere lejligheder - bevægende forhandling .",,,,,
10978,,"For det første vil jeg gerne på vegne af formanden , hr .",,,,,
10979,,"Prodi , og mine kolleger i Kommissionen takke for den støtte og forståelse , som adskillige parlamentsmedlemmer har tilkendegivet i forbindelse med Kommissionens holdning i gårsdagens redegørelse .",,,,,
10980,,"Jeg må naturligvis også kommentere henvisningerne under forhandlingen - og jeg bruger nogle af de anvendte ord - til flertydigheden , selvtilfredsheden og svagheden i Kommissionens udtalelse .",,,,,
10981,,"Jeg er forpligtet til at sige til Parlamentet , at der ikke er tale om flertydighed , selvtilfredshed eller svaghed i udtalelsen eller i forbindelse med de skridt , som Kommissionen har taget vedrørende dette spørgsmål .",,,,,
10982,,"I går morges henviste vi udtrykkeligt - som formanden i eftermiddag - til det faktum , at vi deler de 14 medlemsstaters bekymring udtrykt i deres redegørelse i mandags .",,,,,
10983,,"For det andet sagde vi meget specifikt , at vi vil arbejde tæt sammen med alle medlemsstater i forbindelse med overvågning af udviklingen af situationen i Østrig .",,,,,
10984,,"For det tredje sagde vi meget udtrykkeligt , at vi vil stå fast på alle principper og bestemmelser i artikel 6 i traktaten , og at vi i henhold til artikel 7 i traktaten vil gøre vores til at sikre , at disse principper om frihed og demokrati og grundlæggende frihedsrettigheder opretholdes .",,,,,
10985,,"Der er ikke tale om selvtilfredshed , svaghed eller flertydighed .",,,,,
10986,,"Og når jeg siger , at Kommissionen har denne holdning , omfatter det også min kære kollega , hr .",,,,,
10987,,"Franz Fischler , der er fra Østrig , og som - endnu en gang - har vist sin integritet og uafhængighed som edsvorent medlem af Europa-Kommissionen ved at være del af den redegørelse , som vi kom med i går morges .",,,,,
10988,,"Så enhver , der inviterer hr .",,,,,
10989,,"Franz Fischler til i Parlamentet at redegøre for hans østrigske nationalitet , bør undersøge sine egne motiver i forbindelse med en forhandling , der nødvendigvis er blevet overskygget af henvisninger til fremmedhad og endnu større ondskab i denne verden .",,,,,
10990,,Jeg siger dette for at ære min ven og kollega hr .,,,,,
10991,,Franz Fischler .,,,,,
10992,,"Jeg vil også gerne sige , fru formand , at det portugisiske formandskabs forståelse for vores stilling klart blev demonstreret af hr. da Costa , da han sagde , at "" Portugal og de øvrige medlemsstater ønsker at sikre , at fællesskabsmaskinen ikke påvirkes af denne situation "" .",,,,,
10993,,Det må helt sikkert være i alles interesse .,,,,,
10994,,"For at sikre , at traktaten overholdes , og at vi opretholder det , der blev beskrevet som fællesskabsmaskinen , følger vi den plan , som også blev fastsat i vores redegørelse i går .",,,,,
10995,,"Og det vil vi fortsætte med , fru formand .",,,,,
10996,,Det er vores pligt .,,,,,
10997,,Det er et spørgsmål om overbevisning .,,,,,
10998,,"Mit sidste punkt er , at vi må forstå omfanget af denne væsentlige forhandling .",,,,,
10999,,"Der er adskillige personer til stede , der , som jeg , for mange år siden blev bekendt med hr .",,,,,
11000,,"Haiders offensive bemærkninger , fremmedhadet i mange af hans politiske holdninger og den strategi , som han har udviklet , og som består i at veksle mellem aggressive bemærkninger og undskyldninger , nogle gange fra den ene dag til den anden .",,,,,
11001,,"Vi husker det , og vi husker også hans nogle gange dårlige og selektive erindring om nazitiden .",,,,,
11002,,"Og når vi tænker på det , vil vi naturligvis - som mange på begge sider af Parlamentet - være på vagt .",,,,,
11003,,Men Kommissionen skal handle på baggrund af værdier og lovgivning og ikke på baggrund af følelser .,,,,,
11004,,"Derfor kom vi frem til gårsdagens konklusion , og derfor holder vi fast ved denne konklusion , som vi holder fast på værdierne og lovgivningen .",,,,,
11005,,"Uden svaghed , selvtilfredshed og flertydighed , men i Unionens , medlemsstaternes og befolkningens tjeneste .",,,,,
11006,,"Vi vil holde fast med energi og vedholdenhed , og som hr .",,,,,
11007,,Cox sagde under forhandlingen ' nødvendigvis med stor årvågenhed ' .,,,,,
11008,,"Jeg vil gerne vide , om hr .",,,,,
11009,,"Kinnock , nu hvor hr. da Costa har lyttet til disse bemærkninger bagest i mødesalen , kan bekræfte , at Kommissionen støtter de synspunkter , som hr. da Costa gav udtryk for i dag , og som fremgik af den nylige redegørelse fra formandskabet på vegne af regeringslederne .",,,,,
11010,,Støtter Kommissionen Rådet ?,,,,,
11011,,"Fru formand , da Kommissionen i går morges sagde , at den har noteret sig synspunkterne i den fælles erklæring fra 14 medlemsstater og deler den bekymring , der ligger til grund for disse synspunkter , mener jeg , at man kan slå fast , at Kommissionen efter at have drøftet spørgsmålet i går morges deler de 14 medlemsstaters synspunkter .",,,,,
11012,,"Tak , hr. kommissær Kinnock .",,,,,
11013,,"Jeg tror , at vi vil se en omfattende politisk debat , der - som man kunne forvente - lever op til situationens alvor .",,,,,
11014,,"Tak , kære kolleger .",,,,,
11015,,Den aktuelle og uopsættelige debat af væsentlig betydning er afsluttet .,,,,,
11016,,Afstemningen finder sted i morgen kl .,,,,,
11017,,11.00 .,,,,,
11018,,Anvendelse af forsigtighedsprincippet Næste punkt på dagsordenen er Kommissionens meddelelse om anvendelse af forsigtighedsprincippet .,,,,,
11019,,"Jeg vil gerne starte med at sige , at det glæder mig at kunne præsentere denne meddelelse om anvendelse af forsigtighedsprincippet , som er skrevet sammen med hr .",,,,,
11020,,David Byrne og hr .,,,,,
11021,,Erkki Liikanen .,,,,,
11022,,Forsigtighedsprincippet er ikke et nyt koncept .,,,,,
11023,,"Det har været anvendt af Fællesskabet i et stykke tid inden for en række politiske områder , miljøområder og områder i forbindelse med sundhed for mennesker , dyr og planter .",,,,,
11024,,Det nævnes også udtrykkeligt i miljøbestemmelserne i EF-traktaten efter Maastricht .,,,,,
11025,,"Begrebet dukker også op i en række internationale tekster , f.eks. i Rio-erklæringen og for nylig i biosikkerhedsprotokollen .",,,,,
11026,,Idéen bag forsigtighedsprincippet er tydelig .,,,,,
11027,,"Det handler om at gribe ind over for en politik , hvor den videnskabelige dokumentation er uklar , og hvor der er rimelig grund til bekymring om , hvorvidt de potentielle risici er store nok til , at indgriben er påkrævet .",,,,,
11028,,Der har imidlertid været mere og mere fokus på anvendelsen af forsigtighedsprincippet i de senere år .,,,,,
11029,,Begivenheder som f.eks.,,,,,
11030,,"BSE- og dioxinkrisen har bidraget til en voksende offentlig debat om omstændigheder , hvor beskyttelsesaktioner er begrundede og nødvendige .",,,,,
11031,,"I lyset af den stigende interesse har Kommissionen derfor besluttet , at det vil være nyttigt med en meddelelse , der fastsætter Kommissionens holdning til anvendelse af forsigtighedsprincippet .",,,,,
11032,,Der er to grundlæggende formål med meddelelsen .,,,,,
11033,,"En tydelig og sammenhængende forklaring om , hvordan Kommissionen anvender og har til hensigt at anvende forsigtighedsprincippet i risikoforvaltningen samt fastsættelse af retningslinjer for anvendelsen baseret på begrundede og sammenhængende principper .",,,,,
11034,,"Vi håber også , at meddelelsen vil medvirke til at skabe en bedre fælles forståelse for risikoforvaltning og fjerne frygten for , at forsigtighedsprincippet eventuelt anvendes vilkårligt eller som en skjult form for handelsprotektionisme .",,,,,
11035,,"Kommissionens udgangspunkt i anvendelsen af forsigtighedsprincippet er behovet for at sikre et højt beskyttelsesniveau inden for områderne miljø og sundhed for mennesker , dyr og planter .",,,,,
11036,,"Dette mål kan naturligvis ikke anvendes til at retfærdiggøre irrationelle eller vilkårlige foranstaltninger , men det betyder , at der kan træffes foranstaltninger , også i situationer , hvor den videnskabelige dokumentation er uklar .",,,,,
11037,,"Forsigtighedsprincippet omfatter ikke politisering af videnskab , som nogle har påstået , men det giver os mulighed for at operere i zonen mellem videnskab og politik .",,,,,
11038,,"Den indledende beslutning om at anvende forsigtighedsprincippet afhænger meget af det beskyttelsesniveau , der ønskes , og det risikoniveau , som beslutningstagere er villige til at acceptere på samfundets vegne .",,,,,
11039,,Det er derfor politisk af natur .,,,,,
11040,,"De foranstaltninger , der eventuelt træffes efterfølgende , må imidlertid opfylde de generelle principper om risikoforvaltning , og derfor er retningslinjerne for anvendelse af forsigtighedsprincippet meddelelsens vigtigste punkt .",,,,,
11041,,"De foranstaltninger , der træffes , skal svare til det valgte beskyttelsesniveau - det vil sige , at vi ikke skal skyde gråspurve med kanoner .",,,,,
11042,,"Foranstaltningerne skal være ikkediskriminerende i anvendelse , det vil sige , at foranstaltningerne ikke må variere på grund af geografisk oprindelse .",,,,,
11043,,"Og de skal være i overensstemmelse med lignende foranstaltninger , der allerede er truffet .",,,,,
11044,,"Hvis ét produkt godkendes f.eks. , bør lignende produkter også godkendes .",,,,,
11045,,"Foranstaltningerne er baseret på en undersøgelse af aktioners eller manglende aktioners potentielle fordele og omkostninger , det vil sige , foranstaltningerne skal være rentable og gennemgås i lyset af nye videnskabelige data , og det skal være tydeligt , hvem der er ansvarlige for udarbejdelsen af de videnskabelige beviser , der er nødvendige med henblik på en mere omfattende risikovurdering , det vil sige bevisbyrden .",,,,,
11046,,Alle disse elementer skal være til stede .,,,,,
11047,,"Det er også vigtigt at huske , at der kan træffes en lang række foranstaltninger i forbindelse med anvendelse af forsigtighedsprincippet .",,,,,
11048,,"F.eks. forskningsprogrammer , offentlige informationskampagner , henstillinger osv .",,,,,
11049,,Derfor medfører anvendelse af forsigtighedsprincippet ikke automatisk et forbud .,,,,,
11050,,Meddelelsen skal ikke ses som den endelige konklusion i forbindelse med dette spørgsmål .,,,,,
11051,,"Det er imidlertid første gang , at Kommissionen har fremlagt en struktureret præsentation af princippet og anvendelse deraf .",,,,,
11052,,"Ved detaljeret fastsættelse af den måde , hvorpå Kommissionen anvender og har i sinde at anvende forsigtighedsprincippet , håber vi at kunne klarlægge situationen på fællesskabsplan og bidrage til den løbende debat på europæisk og internationalt plan .",,,,,
11053,,"Hr. formand , fru kommissær , mange tak for forklaringen .",,,,,
11054,,Jeg har tre ganske korte spørgsmål .,,,,,
11055,,"Det første spørgsmål lyder : Vi har måttet vente meget længe på en afstemt udtalelse fra Kommissionen vedrørende forsigtighedsprincippet , og tidligere stod det overhovedet ikke klart , om Kommissionen taler med én stemme .",,,,,
11056,,"Er det , som De har redegjort for her i dag , også holdningen hos Deres kollega , industrikommissæren , Deres kollega , udenrigshandelskommissæren , Deres kollega , konkurrencekommissæren , Deres kollega , kommissæren for det indre marked ?",,,,,
11057,,"De siger helt sikkert ja , men jeg kunne godt tænke mig at få at vide , om de også ved , hvilke konsekvenser det har ?",,,,,
11058,,"Det næste spørgsmål , fru Wallström : Hvornår begynder De at anvende dette i lovgivningen , f.eks. i kemikalielovgivningen , f.eks. i lovgivningen på andre områder ?",,,,,
11059,,"Det sidste spørgsmål : Vil vi kunne se , hvor dette er blevet anvendt i lovgivningerne ?",,,,,
11060,,"Det vil sige , får vi en ekstra side i hvert forslag , hvorpå der står , at forsigtighedsprincippet er gennemgået , og at man er kommet til dette resultat ?",,,,,
11061,,"Mange tak , Dagmar Roth-Behrendt , for disse spørgsmål .",,,,,
11062,,Det er naturligvis en sag for hele Kommissionen .,,,,,
11063,,"Det er en fælles meddelelse , der er skrevet af tre af os , David Byrne , Erkki Liikanen og undertegnede , men den er vedtaget enstemmigt af Kommissionen i dag .",,,,,
11064,,Meddelelsen fik bred støtte fra de øvrige kommissærer og har været igennem en koordineringskonsultation i hele Kommissionen .,,,,,
11065,,"Så vi har virkelig gennemarbejdet dette dokument , og jeg er sikker på , at alle kan beskrive de retningslinjer og principper , der er fastsat i meddelelsen .",,,,,
11066,,"Ja , jeg vil gerne sige , at vi allerede bruger denne arbejdsmetode i forbindelse med forskellige vanskelige spørgsmål som f.eks. en ny kemisk strategi .",,,,,
11067,,"Og jeg er sikker på , at vi også vil nævne det udtrykkeligt , når vi anvender dette princip .",,,,,
11068,,"Vi har for nylig haft en sag , hvor vi anvendte forsigtighedsprincippet i forbindelse med et forbud mod phthalat i blødt legetøj af pvc .",,,,,
11069,,Og vi anvender naturligvis princippet på flere forskellige miljøområder .,,,,,
11070,,"Det har mest været anvendt på miljøområdet , men bestemt også i forbindelse med sundhed for mennesker .",,,,,
11071,,Så vi vil forsøge at være meget åbne vedrørende anvendelse af forsigtighedsprincippet .,,,,,
11072,,"Hr. formand , fru kommissær , med hensyn til forholdet mellem videnskab og anvendelsen af forsigtighedsprincippet fastsætter meddelelsen , at anvendelsen af forsigtighedsprincippet altid kræver en politisk beslutning , når der ikke er videnskabelige beviser til rådighed .",,,,,
11073,,Herved giver man videnskaben megen magt .,,,,,
11074,,"Vi kan spørge os selv om , hvilken type af videnskabsmænd der vil levere denne dokumentation , og hvad forsvarer de ?",,,,,
11075,,"Meddelelsen fastsætter endvidere , at hvis der er et tilstrækkeligt anerkendt mindretal af videnskabsmænd , er det nok til at anvende forsigtighedsprincippet .",,,,,
11076,,Hvad er definitionen af et anerkendt mindretal ?,,,,,
11077,,Hvordan definerer De det ?,,,,,
11078,,Hvordan kommer De frem til et anerkendt mindretal ?,,,,,
11079,,"Når det drejer sig om en politisk beslutning , hvem træffer den så ?",,,,,
11080,,Er det Kommissionen ?,,,,,
11081,,Er det Rådet ?,,,,,
11082,,I hvilket omfang spiller Parlamentet en rolle ?,,,,,
11083,,Hvilken rolle spiller Videnskabsudvalget ?,,,,,
11084,,"Hvilken rolle får de fødevaremyndigheder , som De vil oprette ?",,,,,
11085,,"Til sidst , finder hele beslutningstagningen sted på en gennemskuelig og åben måde ?",,,,,
11086,,Det var mine tre spørgsmål .,,,,,
11087,,"Ja , hr. formand , det er korrekt .",,,,,
11088,,"Der var mange og vanskelige spørgsmål og ikke alle var krystalklare , men jeg vil forsøge at besvare nogle af spørgsmålene .",,,,,
11089,,"Hvem træffer beslutningerne , hvem er beslutningstagerne ?",,,,,
11090,,Det afhænger af de pågældende lovgivere .,,,,,
11091,,Det er en del af risikoforvaltningen .,,,,,
11092,,"Lovgiverne må f.eks. se på befolkningens bekymring i forbindelse med et særligt spørgsmål , og de skal vurdere ud fra de videnskabelige beviser i en bestemt sag .",,,,,
11093,,"Men det er sandt , at de ikke behøver et stort flertal fra videnskabelige eksperter for at kunne anvende forsigtighedsprincippet .",,,,,
11094,,"Det kan anvendes på baggrund af dokumentation fra et mindretal af eksperter , eller hvor de videnskabelige beviser er utilstrækkelige .",,,,,
11095,,"Det er her , man skal finde balancen mellem forsigtighedsprincippet som et politisk værktøj og videnskaben .",,,,,
11096,,"Det er ikke altid let at beskrive nøjagtigt , hvordan denne proces udføres , men det videnskabelige grundlag ligger fast .",,,,,
11097,,"Vi bruger eksperterne til at få så mange videnskabelige oplysninger som muligt , før vi træffer en beslutning , og sådan bør det også være i fremtiden .",,,,,
11098,,Dette skal ses som et værktøj til risikoforvaltning .,,,,,
11099,,"Man må beslutte , om man f.eks. ønsker at bringe menneskers liv i fare , eller om man ønsker at beskytte miljøet , og man må se på de videnskabelige beviser , der er til rådighed .",,,,,
11100,,Man skal vurdere alt dette og evaluere den videnskabelige dokumentation .,,,,,
11101,,"Derefter kan man afgøre , om man skal træffe foranstaltninger .",,,,,
11102,,"Det besvarer ikke alle spørgsmål , men forsigtighedsprincippet ændrer ikke det videnskabelige system eller det ekspertsystem , som vi anvender i dag .",,,,,
11103,,"Hr. formand , jeg har et spørgsmål , som vedrører en konkret og aktuel sag , hvor forsigtighedsprincippet skulle kunne anvendes .",,,,,
11104,,Det gælder bromholdige flammeskyende midler .,,,,,
11105,,"Det forholder sig sådan , at dette stof nu optages , og at det findes i øgede koncentrationer i både mennesker og miljø .",,,,,
11106,,"Der findes mange , som hævder , at det medfører store risici , mens andre sætter spørgsmålstegn ved , hvor store risici der er forbundet med dette stof .",,,,,
11107,,For nylig opfordrede både Sverige og Danmark i Ministerrådet Kommissionen til at tage initiativ til at forbyde bromholdige flammeskyende midler .,,,,,
11108,,"Jeg spørger mig selv , om De forbereder et sådant forbud , og om det ikke passer virkelig godt på Deres syn på selve forsigtighedsprincippet at komme med et sådant initiativ .",,,,,
11109,,"Hr. formand , mange tak , hr .",,,,,
11110,,"Sjöstedt , for dette spørgsmål .",,,,,
11111,,Spørgsmålet om bromholdige flammeskyende midler er vigtigt .,,,,,
11112,,"Det blev diskuteret for nylig i Rådet ( miljø ) af et antal ministre , som ønsker , at Kommissionen skal se på , hvilket grundlag der er , og hvad der skal gøres .",,,,,
11113,,"Vi er i gang med at se på dette spørgsmål og bedømme , hvilken viden vi har i dag , og hvad der er muligt at gøre .",,,,,
11114,,"Lad mig dog minde om , at anvendelsen af forsigtighedsprincippet ikke behøver at være ensbetydende med et forbud , et totalforbud .",,,,,
11115,,Der kan være tale om at træffe en række forskellige foranstaltninger .,,,,,
11116,,Derfor skal det ikke umiddelbart fortolkes som et forbud .,,,,,
11117,,"Hvad angår de bromholdige flammeskyende midler , kan det med tiden endda blive det , men det er vigtigt at sige , at forsigtighedsprincippet tillader , at man anvender hele spektret af politiske muligheder og foranstaltninger .",,,,,
11118,,Dette spørgsmål er i allerhøjeste grad aktuelt .,,,,,
11119,,"Kommissionen skal gøre sit arbejde og gennemgå det grundigt , inden vi kommer tilbage med en bedømmelse af , hvad der skal gøres .",,,,,
11120,,"De har sagt , at forsigtighedsprincippet ikke bør anvendes som en skjult handelshindring .",,,,,
11121,,Er forståelsen for dette lige stor på begge sider af Atlanterhavet ?,,,,,
11122,,"Jeg tror , at vi vil få problemer med hormonbehandlet kød og genetisk modificerede afgrøder .",,,,,
11123,,Har USA samme holdning som os ?,,,,,
11124,,"Hr. formand , det glæder mig at kunne meddele , at vi netop har underskrevet en protokol om biosikkerhed i Montreal .",,,,,
11125,,Dér lykkedes det os i et internationalt forum at blive enige om definitionen af forsigtighedsprincippet .,,,,,
11126,,"Jeg mener , at det er et gennembrud , at det lykkedes os at afslutte denne protokol .",,,,,
11127,,"Jeg tror , at det kommer til at danne skole for fremtidige diskussioner om forsigtighedsprincippet .",,,,,
11128,,"Vi kommer til at anvende dette som et eksempel på , hvordan forsigtighedsprincippet skal fortolkes .",,,,,
11129,,Det er desuden endda blevet accepteret som et vigtigt og virkningsfuldt instrument .,,,,,
11130,,"Hr. formand , jeg har to spørgsmål , og jeg skal forsøge at fatte mig i korthed .",,,,,
11131,,Det første spørgsmål gælder gennemførelsen af forsigtighedsprincippet .,,,,,
11132,,"Så vidt jeg har forstået , har der været visse uklarheder med hensyn til , hvordan dette princip skal opfattes .",,,,,
11133,,"Skal man først udarbejde en risikovurdering , hvor man inkluderer en costbenefitanalyse ?",,,,,
11134,,"Hvis det er tilfældet , bliver jeg meget urolig , eftersom det vel ikke er meningen , at man skal anvende en costbenefitanalyse som et redskab til at afgøre , om man skal introducere forsigtighedsprincippet , men derimod at forsigtighedsprincippet skal komme først .",,,,,
11135,,Mit andet spørgsmål angår bevisbyrden .,,,,,
11136,,"Jeg husker , da Margot Wallström blev præsenteret som kommissær for udvalget .",,,,,
11137,,"Da var hun inde på , at man skulle have omvendt bevisbyrde .",,,,,
11138,,"Det vil sige , at producenten af et produkt skal bevise , om produktet er farligt eller ej .",,,,,
11139,,"Jeg vil gerne vide , om dette også gælder i det dokument , som Kommissionen har fremlagt nu .",,,,,
11140,,"Mange tak , fru Schörling .",,,,,
11141,,Dette er to vigtige spørgsmål .,,,,,
11142,,"Det er godt , at jeg får mulighed for at redegøre for dem .",,,,,
11143,,"Nej , man skal ikke først udarbejde en costbenefitanalyse , men det skal derimod bedømmes på det , vi ved , på det , som videnskaben kan fortælle os , og på , hvordan vi skal se på det i forhold til de risici , som efter vores vurdering findes for miljøet eller for menneskers og dyrs sundhed .",,,,,
11144,,"Hvis man derimod har bestemt sig for at træffe en bestemt foranstaltning , bør man vælge en omkostningseffektiv foranstaltning , så man ikke vælger foranstaltninger , som er helt urimelige , når det gælder effektivitet .",,,,,
11145,,Man skal altså ikke starte med en costbenefitanalyse .,,,,,
11146,,Det andet spørgsmål vedrører den omvendte bevisbyrde .,,,,,
11147,,"Det er helt korrekt , at vi skal anvende den i visse tilfælde .",,,,,
11148,,"Jeg har brugt eksemplet med kemikaliestrategien som et godt eksempel på et område , hvor vi skal gøre det .",,,,,
11149,,"Dér handler det imidlertid om det sagsområde , mens man kan sige , at denne meddelelse om forsigtighedsprincippet er horisontal .",,,,,
11150,,Den gælder alle mulige specifikke politiske sagsområder .,,,,,
11151,,"Derfor diskuterer man ikke specielt i dette tilfælde omvendt bevisbyrde , eller hvordan bevisbyrden skal udformes , men det handler derimod om den politiske beslutningstagning og grundene hertil .",,,,,
11152,,"Det er dog helt korrekt , at vi , f.eks. når det drejer sig om kemikalier , må sørge for , at vi får omvendt bevisbyrde .",,,,,
11153,,"Hr. formand , for at forsigtighedsprincippet kan fungere , skal det efter min mening være temmelig radikalt , ellers vil man altid fare vild i fortolkningernes snoede labyrinter .",,,,,
11154,,Lad os tage et eksempel .,,,,,
11155,,"Det påvises , at et svampedræbende middel er årsag til , at børn fødes blinde , og at det således er teratogent .",,,,,
